task_type,has_bug_fixing,has_code_refactoring,loc,files_touched,author,committer,authored_at,commited_at,commit_time_in_day,author_experience,committer_experience,code_quality,contribution_complexity,communication,total_nloc,avg_nloc,avg_ccn,avg_token,fun_cnt,warning_cnt,fun_rate,nloc_rate,duration
2,1,0,2,1,41,41,2008-03-28 13:39:46,2008-03-28 13:39:46,3,3,3,0.8235294117647058,1.0,0,6302,13.8,2.8,99.7,350,3,0.01,0.07,0.0
8,0,0,11,2,19,19,2008-03-30 03:14:43,2008-03-30 03:14:43,1,2,2,0.8246753246753247,1.0,0,6324,13.8,2.8,99.7,351,3,0.01,0.07,0.0
2,1,0,14,3,41,41,2008-04-06 13:18:03,2008-04-06 13:18:03,3,3,3,0.8193548387096774,1.0,0,6330,13.8,2.8,99.6,352,3,0.01,0.07,0.0
2,1,0,25,4,41,41,2008-04-10 06:06:11,2008-04-10 06:06:11,2,3,3,0.8141025641025641,1.0,0,6319,13.8,2.8,99.7,351,3,0.01,0.07,0.0
1,0,0,46,6,41,41,2008-04-12 09:15:02,2008-04-12 09:15:02,2,3,3,0.8152866242038217,1.0,0,6336,13.8,2.8,99.4,353,3,0.01,0.07,0.0
2,1,0,83,5,41,41,2008-04-27 09:29:07,2008-04-27 09:29:07,2,3,3,0.810126582278481,1.0,0,6387,13.8,2.8,99.7,355,3,0.01,0.07,0.0
2,1,0,30,2,41,41,2008-05-04 10:17:04,2008-05-04 10:17:04,2,3,3,0.8050314465408805,1.0,0,6387,13.8,2.8,99.7,355,3,0.01,0.07,0.0
1,0,1,19,1,41,41,2008-05-05 17:36:52,2008-05-05 17:36:52,3,3,3,0.80625,1.0,0,6387,13.8,2.8,99.7,355,3,0.01,0.07,0.0
2,1,0,182,3,41,41,2008-05-07 08:55:14,2008-05-07 08:55:14,2,3,3,0.8012422360248448,2.0,0,6375,13.8,2.8,99.7,355,3,0.01,0.06,0.0
8,0,0,15,1,41,41,2008-05-07 09:16:53,2008-05-07 09:16:53,2,3,3,0.8024691358024691,1.0,0,6386,13.8,2.8,99.9,355,3,0.01,0.07,0.0
1,0,0,24,1,41,41,2008-05-07 22:30:45,2008-05-07 22:30:45,4,3,3,0.803680981595092,1.0,0,6386,13.8,2.8,99.9,355,3,0.01,0.07,0.0
2,1,0,36,2,41,41,2008-05-11 12:03:43,2008-05-11 12:03:43,3,3,3,0.7987804878048781,1.0,0,6400,13.9,2.8,100.2,355,3,0.01,0.07,0.0
2,1,0,9,1,41,41,2008-05-24 08:17:30,2008-05-24 08:17:30,2,3,3,0.793939393939394,1.0,0,6399,13.9,2.8,100.1,355,3,0.01,0.07,0.0
8,0,0,276,6,41,41,2008-05-24 08:56:51,2008-05-24 08:56:51,2,3,3,0.7951807228915663,2.0,0,6298,13.9,2.8,100.4,349,3,0.01,0.07,0.0
8,0,0,115,2,41,41,2008-05-24 09:32:16,2008-05-24 09:32:16,2,3,3,0.7964071856287425,2.0,0,6213,13.7,2.8,99.1,348,3,0.01,0.07,0.0
8,0,0,5,2,41,41,2008-05-25 09:31:20,2008-05-25 09:31:20,2,3,3,0.7976190476190477,1.0,0,6215,13.8,2.8,99.1,348,3,0.01,0.07,0.0
2,1,0,656,15,37,37,2008-05-26 07:22:00,2008-05-26 07:22:00,2,0,0,0.7928994082840237,2.0,0,6026,13.3,2.7,96.0,345,2,0.01,0.05,0.0
8,0,0,72,2,12,12,2008-05-28 07:30:23,2008-05-28 07:30:23,2,0,0,0.7941176470588236,2.0,0,6028,13.3,2.7,96.0,345,2,0.01,0.05,0.0
8,0,0,72,2,12,12,2008-05-28 08:37:06,2008-05-28 08:37:06,2,0,0,0.7953216374269005,2.0,0,6028,13.3,2.7,96.0,345,2,0.01,0.05,0.0
8,0,0,11,3,19,19,2008-06-02 15:17:20,2008-06-02 15:17:20,3,2,2,0.7965116279069767,1.0,0,6172,13.1,2.7,94.3,356,2,0.01,0.05,0.0
8,0,0,14,3,19,19,2008-06-05 02:27:16,2008-06-05 02:27:16,1,2,2,0.7976878612716762,1.0,0,6172,13.1,2.7,94.3,356,2,0.01,0.05,0.0
2,1,0,14,3,37,37,2008-06-05 05:47:04,2008-06-05 05:47:04,1,0,0,0.7931034482758621,1.0,0,6172,13.1,2.7,94.3,356,2,0.01,0.05,0.0
2,1,0,13,3,41,41,2008-06-08 17:40:39,2008-06-08 17:40:39,3,3,3,0.7885714285714286,1.0,0,6142,13.1,2.7,94.0,356,2,0.01,0.05,0.0
2,1,1,75,11,37,37,2008-06-09 07:44:48,2008-06-09 07:44:48,2,0,0,0.7840909090909091,1.0,0,6142,13.1,2.7,94.0,356,2,0.01,0.05,0.0
8,0,0,5,3,19,19,2008-06-10 20:53:53,2008-06-10 20:53:53,4,2,2,0.7853107344632768,1.0,0,6142,13.1,2.7,94.0,356,2,0.01,0.05,0.0
2,1,1,5,3,37,37,2008-06-11 08:22:32,2008-06-11 08:22:32,2,0,0,0.7808988764044944,1.0,0,6142,13.1,2.7,94.0,356,2,0.01,0.05,0.0
8,0,0,14,4,22,22,2008-06-25 22:59:38,2008-06-25 22:59:38,4,0,0,0.782122905027933,1.0,0,6142,13.1,2.7,94.0,356,2,0.01,0.05,0.0
8,0,0,14,4,49,49,2008-07-03 17:51:39,2008-07-03 17:51:39,3,0,0,0.7833333333333333,1.0,0,6142,13.1,2.7,94.0,356,2,0.01,0.05,0.0
8,0,0,5,1,45,45,2008-07-04 23:25:07,2008-07-04 23:25:07,4,2,2,0.7845303867403315,1.0,0,6143,13.1,2.7,94.0,356,2,0.01,0.05,0.0
8,0,0,5,1,49,49,2008-07-19 18:26:17,2008-07-19 18:26:17,4,0,0,0.7857142857142857,1.0,0,6143,13.1,2.7,94.0,356,2,0.01,0.05,0.0
2,1,0,6,2,25,25,2008-07-28 11:31:47,2008-07-28 11:31:47,2,3,3,0.7814207650273224,1.0,0,6159,13.1,2.7,93.6,358,2,0.01,0.05,0.0
2,1,0,6,2,25,25,2008-07-28 11:31:57,2008-07-28 11:31:57,2,3,3,0.7771739130434783,1.0,0,6149,13.1,2.7,93.7,357,2,0.01,0.05,0.0
2,1,0,4,1,25,25,2008-07-28 19:49:14,2008-07-28 19:49:14,4,3,3,0.772972972972973,1.0,0,6165,13.0,2.7,93.1,360,2,0.01,0.05,0.0
2,1,0,4,1,25,25,2008-07-28 19:49:21,2008-07-28 19:49:21,4,3,3,0.7688172043010753,1.0,0,6155,13.0,2.7,93.3,359,2,0.01,0.05,0.0
2,1,0,6,2,49,49,2008-08-02 17:36:05,2008-08-02 17:36:05,3,0,0,0.7647058823529411,1.0,0,6159,13.1,2.7,93.6,358,2,0.01,0.05,0.0
2,1,0,4,1,49,49,2008-08-02 17:37:16,2008-08-02 17:37:16,3,0,0,0.7606382978723404,1.0,0,6165,13.0,2.7,93.1,360,2,0.01,0.05,0.0
8,0,0,5,3,19,19,2008-08-04 04:56:12,2008-08-04 04:56:12,1,2,2,0.7619047619047619,1.0,0,6169,13.0,2.7,93.1,360,2,0.01,0.05,0.0
8,0,0,5,3,19,19,2008-08-04 10:39:30,2008-08-04 10:39:30,2,2,2,0.7631578947368421,1.0,0,6180,13.0,2.7,93.0,361,2,0.01,0.05,0.0
8,0,0,4,3,19,19,2008-08-12 10:53:23,2008-08-12 10:53:23,2,2,2,0.7643979057591623,1.0,0,6242,13.1,2.7,93.5,364,3,0.01,0.07,0.0
8,0,0,2,1,19,19,2008-08-17 05:04:28,2008-08-17 05:04:28,1,2,2,0.765625,1.0,0,6169,13.0,2.7,93.1,360,2,0.01,0.05,0.0
8,0,0,1,1,2,2,2008-08-22 21:38:42,2008-08-22 21:38:42,4,2,2,0.766839378238342,1.0,0,6242,13.1,2.7,93.5,364,3,0.01,0.07,0.0
2,1,0,113,9,41,41,2008-08-24 12:38:36,2008-08-24 12:38:36,3,3,3,0.7628865979381443,1.0,0,6277,13.0,2.7,93.1,367,3,0.01,0.07,0.0
2,1,0,8,1,23,23,2008-09-06 11:53:56,2008-09-06 11:53:56,2,0,0,0.7589743589743589,1.0,0,6277,13.0,2.7,93.1,367,3,0.01,0.07,0.0
2,1,0,4,1,7,7,2008-09-23 14:24:06,2008-09-23 14:24:06,3,0,0,0.7551020408163265,1.0,0,6303,13.1,2.7,93.5,367,3,0.01,0.07,0.0
2,1,0,99,12,41,41,2008-09-30 00:45:55,2008-09-30 00:45:55,1,3,3,0.751269035532995,2.0,0,6302,13.1,2.7,93.5,367,3,0.01,0.07,0.0
8,0,0,15,4,41,41,2008-10-03 17:47:45,2008-10-03 17:47:45,3,3,3,0.7525252525252525,2.0,0,6302,13.1,2.7,93.5,367,3,0.01,0.07,0.0
8,0,0,2,1,19,19,2008-10-13 11:37:29,2008-10-13 11:37:29,2,2,2,0.7537688442211055,1.0,0,6301,13.1,2.7,93.5,367,3,0.01,0.07,0.0
4,0,0,0,1,41,41,2008-10-16 07:10:41,2008-10-16 07:10:41,2,3,3,0.755,2.0,0,6301,13.1,2.7,93.5,367,3,0.01,0.07,0.0
2,1,0,8,2,58,58,2008-10-26 16:47:11,2008-10-26 16:47:11,3,0,0,0.7512437810945274,1.0,0,6309,13.1,2.7,93.7,367,3,0.01,0.07,0.0
8,0,0,4,3,19,19,2008-11-15 18:57:36,2008-11-15 18:57:36,4,2,2,0.7524752475247525,1.0,0,6309,13.1,2.7,93.7,367,3,0.01,0.07,0.0
2,1,0,16,1,25,25,2008-11-17 07:43:26,2008-11-17 07:43:26,2,3,3,0.7487684729064039,1.0,0,6309,13.1,2.7,93.7,367,3,0.01,0.07,0.0
2,1,0,5,1,41,41,2008-11-23 08:32:17,2008-11-23 08:32:17,2,3,3,0.7450980392156863,1.0,0,6309,13.1,2.7,93.7,367,3,0.01,0.07,0.0
8,0,0,4,1,41,41,2008-11-24 12:24:21,2008-11-24 12:24:21,3,3,3,0.7463414634146341,1.0,0,6308,13.1,2.7,93.7,367,3,0.01,0.07,0.0
8,0,0,2,1,19,19,2009-01-04 13:25:18,2009-01-04 13:25:18,3,3,3,0.7475728155339806,1.0,0,6322,13.1,2.7,93.8,368,3,0.01,0.07,0.0
8,0,0,4,3,19,19,2009-01-08 14:15:53,2009-01-08 14:15:53,3,3,3,0.748792270531401,1.0,0,6322,13.1,2.7,93.8,368,3,0.01,0.07,0.0
1,0,0,2,1,20,20,2009-01-24 00:27:15,2009-01-24 00:27:15,1,0,0,0.75,1.0,0,6322,13.1,2.7,93.8,368,3,0.01,0.07,0.0
8,0,0,11,3,19,19,2009-01-28 15:09:36,2009-01-28 15:09:36,3,3,3,0.7511961722488039,1.0,0,6293,13.2,2.7,93.9,365,3,0.01,0.07,0.0
6,0,0,653,13,25,25,2009-03-09 22:23:49,2009-03-09 22:23:49,4,4,4,0.7523809523809524,2.0,0,6325,13.0,2.7,92.8,371,3,0.01,0.07,0.0
8,0,0,3,3,19,19,2009-03-15 07:51:18,2009-03-15 07:51:18,2,3,3,0.7535545023696683,1.0,0,6323,13.1,2.7,93.8,368,3,0.01,0.07,0.0
8,0,0,3,3,19,19,2009-03-16 07:55:49,2009-03-16 07:55:49,2,3,3,0.7547169811320755,1.0,0,6323,13.1,2.7,93.8,368,3,0.01,0.07,0.0
8,0,0,4,3,19,19,2009-03-26 08:13:54,2009-03-26 08:13:54,2,3,3,0.755868544600939,1.0,0,6323,13.1,2.7,93.8,368,3,0.01,0.07,0.0
8,0,0,3,2,19,19,2009-03-26 14:45:44,2009-03-26 14:45:44,3,3,3,0.7570093457943925,1.0,0,6325,13.0,2.7,92.8,371,3,0.01,0.07,0.0
2,1,0,44,3,50,50,2009-03-26 20:48:31,2009-03-26 20:48:31,4,0,0,0.7534883720930232,1.0,0,6326,13.0,2.7,92.8,371,3,0.01,0.07,0.0
8,0,0,7,4,19,19,2009-03-27 14:32:45,2009-03-27 14:32:45,3,3,3,0.7546296296296297,1.0,0,6326,13.0,2.7,92.8,371,3,0.01,0.07,0.0
8,0,0,1,1,51,51,2009-04-13 18:26:19,2009-04-13 18:26:19,4,0,0,0.7557603686635945,1.0,0,6327,13.0,2.7,92.8,371,3,0.01,0.07,0.0
8,0,0,4,3,19,19,2009-04-22 07:51:13,2009-04-22 07:51:13,2,3,3,0.7568807339449541,1.0,0,6323,13.1,2.7,93.8,368,3,0.01,0.07,0.0
8,0,0,8,5,19,19,2009-04-22 15:15:10,2009-04-22 15:15:10,3,3,3,0.7579908675799087,1.0,0,6327,13.0,2.7,92.8,371,3,0.01,0.07,0.0
8,0,0,4,3,19,19,2009-05-01 13:52:11,2009-05-01 13:52:11,3,3,3,0.759090909090909,1.0,0,6327,13.0,2.7,92.8,371,3,0.01,0.07,0.0
8,0,0,2,1,19,19,2009-05-11 09:07:58,2009-05-11 09:07:58,2,3,3,0.7601809954751131,1.0,0,6323,13.1,2.7,93.8,368,3,0.01,0.07,0.0
8,0,0,5,3,19,19,2009-05-11 17:15:15,2009-05-11 17:15:15,3,3,3,0.7612612612612613,1.0,0,6327,13.0,2.7,92.8,371,3,0.01,0.07,0.0
5,0,0,16,2,41,41,2009-06-20 09:37:46,2009-06-20 09:37:46,2,4,4,0.7623318385650224,1.0,0,6343,13.0,2.7,92.8,372,3,0.01,0.07,0.0
8,0,0,34,2,5,5,2009-07-05 19:52:23,2009-07-05 19:52:23,4,0,0,0.7633928571428572,1.0,0,6335,13.1,2.7,92.9,371,3,0.01,0.07,0.0
8,0,0,34,2,45,45,2009-07-06 12:41:34,2009-07-06 12:41:34,3,3,3,0.7644444444444445,1.0,0,6335,13.1,2.7,92.9,371,3,0.01,0.07,0.0
8,0,0,34,2,49,49,2009-07-15 20:28:34,2009-07-15 20:28:34,4,1,1,0.7654867256637168,1.0,0,6192,13.0,2.7,93.5,361,3,0.01,0.07,0.0
6,0,0,6,1,45,45,2009-07-24 14:42:17,2009-07-24 14:42:17,3,3,3,0.7665198237885462,1.0,0,6192,13.0,2.7,93.5,361,3,0.01,0.07,0.0
2,1,0,5,1,49,49,2009-07-30 18:32:54,2009-07-30 18:32:54,4,1,1,0.7631578947368421,1.0,0,6328,13.1,2.7,93.4,369,3,0.01,0.07,0.0
1,0,0,323,5,41,41,2009-09-12 13:57:20,2009-09-12 13:57:20,3,4,4,0.7641921397379913,2.0,0,6535,13.2,2.7,95.3,379,3,0.01,0.07,0.0
8,0,0,39,4,19,19,2009-09-17 09:33:51,2009-09-17 09:33:51,2,3,3,0.7652173913043478,1.0,0,6535,13.2,2.7,95.3,379,3,0.01,0.07,0.0
2,1,1,39,4,2,2,2009-09-18 07:21:23,2009-09-18 07:21:23,2,3,3,0.7619047619047619,1.0,0,6535,13.2,2.7,95.3,379,3,0.01,0.07,0.0
3,0,1,336,5,41,41,2009-09-24 17:58:33,2009-09-24 17:58:33,3,4,4,0.7629310344827587,3.0,0,6400,12.8,2.7,92.1,382,3,0.01,0.07,0.0
3,0,1,489,10,41,41,2009-09-24 18:28:00,2009-09-24 18:28:00,4,4,4,0.7639484978540773,3.0,0,6400,12.8,2.7,92.1,382,3,0.01,0.07,0.0
8,0,0,666,5,41,41,2009-09-24 21:34:43,2009-09-24 21:34:43,4,4,4,0.7649572649572649,3.0,0,6222,12.7,2.7,90.1,373,3,0.01,0.07,0.0
8,0,0,44,3,41,41,2009-09-25 09:36:42,2009-09-25 09:36:42,2,4,4,0.7659574468085106,1.0,0,6287,12.9,2.7,90.0,374,3,0.01,0.07,0.0
8,0,0,290,8,41,41,2009-09-26 10:38:34,2009-09-26 10:38:34,2,4,4,0.7669491525423728,2.0,0,6309,12.9,2.7,90.1,375,3,0.01,0.07,0.0
8,0,0,1578,2,41,41,2009-09-27 08:59:58,2009-09-27 08:59:58,2,4,4,0.7679324894514767,3.0,0,6337,12.9,2.7,90.2,376,3,0.01,0.07,0.0
8,0,0,59,1,41,41,2009-09-28 07:10:12,2009-09-28 07:10:12,2,4,4,0.76890756302521,2.0,0,6225,13.0,2.7,90.4,369,3,0.01,0.07,0.0
8,0,0,1,1,41,41,2009-09-29 09:52:53,2009-09-29 09:52:53,2,4,4,0.7698744769874477,1.0,0,6267,13.0,2.7,90.3,370,3,0.01,0.07,0.0
2,1,0,27,3,41,41,2009-09-30 06:57:06,2009-09-30 06:57:06,2,4,4,0.7666666666666666,1.0,0,6273,13.0,2.7,90.1,371,3,0.01,0.07,0.0
2,1,0,2,1,41,41,2009-10-05 20:19:13,2009-10-05 20:19:13,4,4,4,0.7634854771784232,1.0,0,6272,13.0,2.7,90.4,370,3,0.01,0.07,0.0
2,1,1,2,1,41,41,2009-10-14 21:46:25,2009-10-14 21:46:25,4,4,4,0.7603305785123967,1.0,0,6273,13.0,2.7,90.4,370,3,0.01,0.07,0.0
7,0,0,233,2,56,56,2009-10-22 19:10:42,2009-10-22 19:10:42,4,0,0,0.7613168724279835,2.0,0,6273,13.0,2.7,90.4,370,3,0.01,0.07,0.0
8,0,0,10,2,27,27,2009-10-30 14:03:36,2009-10-30 14:03:36,3,0,0,0.7622950819672132,1.0,0,6273,13.0,2.7,90.4,370,3,0.01,0.07,0.0
8,0,0,9,5,19,19,2009-12-08 10:53:04,2009-12-08 10:53:04,2,3,3,0.763265306122449,1.0,0,6273,13.0,2.7,90.4,370,3,0.01,0.07,0.0
2,1,0,7,1,31,31,2009-12-08 19:48:03,2009-12-08 19:48:03,4,0,0,0.7601626016260162,1.0,0,6276,13.1,2.7,90.4,370,3,0.01,0.07,0.0
2,1,0,3,1,31,31,2009-12-08 19:56:26,2009-12-08 19:56:26,4,0,0,0.757085020242915,1.0,0,6278,13.1,2.7,90.4,370,3,0.01,0.07,0.0
2,1,0,24,6,2,2,2009-12-10 16:32:57,2009-12-10 16:32:57,3,3,3,0.7540322580645161,1.0,0,6278,13.1,2.7,90.4,370,3,0.01,0.07,0.0
1,0,0,114,4,41,41,2009-12-26 09:47:15,2009-12-26 09:47:15,2,4,4,0.7550200803212852,2.0,0,6278,13.1,2.7,90.4,370,3,0.01,0.07,0.0
8,0,0,6,1,41,41,2009-12-26 13:20:33,2009-12-26 13:20:33,3,4,4,0.756,1.0,0,6615,13.2,2.7,91.4,386,4,0.01,0.09,0.0
8,0,0,26,5,41,41,2009-12-26 20:30:07,2009-12-26 20:30:07,4,4,4,0.7569721115537849,1.0,0,6615,13.2,2.7,91.4,386,4,0.01,0.09,0.0
8,0,0,32,4,41,41,2009-12-27 07:26:29,2009-12-27 07:26:29,2,4,4,0.7579365079365079,1.0,0,6615,13.2,2.7,91.4,386,4,0.01,0.09,0.0
8,0,0,16,3,41,41,2009-12-27 07:30:59,2009-12-27 07:30:59,2,4,4,0.7588932806324111,1.0,0,6615,13.2,2.7,91.4,386,4,0.01,0.09,0.0
8,0,0,8,4,41,41,2009-12-27 07:37:21,2009-12-27 07:37:21,2,4,4,0.7598425196850394,1.0,0,6615,13.2,2.7,91.4,386,4,0.01,0.09,0.0
8,0,0,18,4,41,41,2009-12-27 10:26:33,2009-12-27 10:26:33,2,4,4,0.7607843137254902,1.0,0,6615,13.2,2.7,91.4,386,4,0.01,0.09,0.0
8,0,0,78,3,41,41,2009-12-27 18:54:07,2009-12-27 18:54:07,4,4,4,0.76171875,1.0,0,6558,13.1,2.7,90.7,384,4,0.01,0.1,0.0
8,0,0,9,5,19,19,2010-01-10 10:49:55,2010-01-10 10:49:55,2,4,4,0.7626459143968871,1.0,0,6543,13.2,2.7,91.7,380,4,0.01,0.1,0.0
2,1,1,23,4,41,41,2010-01-12 04:38:44,2010-01-12 04:38:44,1,5,5,0.7596899224806202,1.0,0,6567,13.1,2.7,91.1,384,4,0.01,0.1,0.0
2,1,0,47,3,41,41,2010-01-12 07:19:24,2010-01-12 07:19:24,2,5,5,0.7567567567567568,1.0,0,6571,13.0,2.7,90.9,386,4,0.01,0.1,0.0
1,1,0,13,2,41,41,2010-01-12 08:37:33,2010-01-12 08:37:33,2,5,5,0.7538461538461538,1.0,0,6568,13.0,2.7,90.9,386,4,0.01,0.1,0.0
2,1,0,31,4,41,41,2010-01-12 18:27:16,2010-01-12 18:27:16,4,5,5,0.7509578544061303,1.0,0,6580,13.0,2.7,90.7,388,4,0.01,0.1,0.0
8,0,0,6,3,41,41,2010-01-15 19:09:34,2010-01-15 19:09:34,4,5,5,0.7519083969465649,1.0,0,6580,13.0,2.7,90.7,388,4,0.01,0.1,0.0
2,1,0,9,1,41,41,2010-01-15 20:12:32,2010-01-15 20:12:32,4,5,5,0.7490494296577948,1.0,0,6573,13.0,2.7,90.6,388,4,0.01,0.1,0.0
2,1,0,28,5,56,56,2010-01-22 11:34:14,2010-01-22 11:34:14,2,1,1,0.7462121212121212,1.0,0,6573,13.0,2.7,90.6,388,4,0.01,0.1,0.0
8,0,0,2,1,56,56,2010-01-22 14:24:25,2010-01-22 14:24:25,3,1,1,0.7471698113207548,1.0,0,6573,13.0,2.7,90.6,388,4,0.01,0.1,0.0
2,1,0,13,2,41,41,2010-01-22 21:36:22,2010-01-22 21:36:22,4,5,5,0.7443609022556391,1.0,0,6573,13.0,2.7,90.6,388,4,0.01,0.1,0.0
2,1,0,243,1,41,41,2010-01-23 09:02:32,2010-01-23 09:02:32,2,5,5,0.7415730337078652,2.0,0,6573,13.0,2.7,90.6,388,4,0.01,0.1,0.0
2,1,0,43,5,41,41,2010-02-02 19:53:24,2010-02-02 19:53:24,4,5,5,0.7388059701492538,1.0,0,6596,13.0,2.6,90.4,390,4,0.01,0.1,0.0
8,0,0,22,5,19,19,2010-02-05 13:35:57,2010-02-05 13:35:57,3,4,4,0.7397769516728625,1.0,0,6596,13.0,2.6,90.4,390,4,0.01,0.1,0.0
2,1,1,8,1,41,41,2010-02-06 11:02:49,2010-02-06 11:02:49,2,5,5,0.737037037037037,1.0,0,6601,13.0,2.6,90.4,390,4,0.01,0.1,0.0
2,1,0,1,1,41,41,2010-02-14 09:57:03,2010-02-14 09:57:03,2,5,5,0.7343173431734318,1.0,0,6600,13.0,2.6,90.4,390,4,0.01,0.1,0.0
2,1,0,36,1,41,41,2010-02-21 16:04:00,2010-02-21 16:04:00,3,5,5,0.7316176470588236,2.0,0,6590,13.0,2.6,90.2,390,4,0.01,0.1,0.0
8,0,0,4,1,41,41,2010-02-21 16:44:25,2010-02-21 16:44:25,3,5,5,0.7326007326007327,1.0,0,6590,13.0,2.6,90.2,390,4,0.01,0.1,0.0
1,1,0,105,5,41,41,2010-03-07 12:32:15,2010-03-07 12:32:15,3,5,5,0.7299270072992701,1.0,0,6593,12.9,2.6,90.0,391,4,0.01,0.1,0.0
2,1,0,70,4,41,41,2010-03-07 14:04:03,2010-03-07 14:04:03,3,5,5,0.7272727272727273,1.0,0,6623,13.0,2.6,90.2,392,4,0.01,0.09,0.0
8,0,0,1,1,40,40,2010-03-18 11:13:06,2010-03-18 11:13:06,2,1,1,0.7282608695652174,1.0,0,6622,13.0,2.6,90.2,392,4,0.01,0.09,0.0
6,1,0,4,2,0,0,2010-03-18 21:44:00,2010-03-18 21:44:00,4,0,0,0.7256317689530686,1.0,0,6622,13.0,2.6,90.2,392,4,0.01,0.09,0.0
2,1,0,4,1,42,42,2010-03-22 15:16:08,2010-03-22 15:16:08,3,0,0,0.7230215827338129,1.0,0,6622,13.0,2.6,90.2,392,4,0.01,0.09,0.0
3,0,1,626,4,41,41,2010-03-26 16:20:20,2010-03-26 16:20:20,3,5,5,0.7240143369175627,3.0,0,6457,12.6,2.6,86.9,390,4,0.01,0.1,0.0
8,0,0,3,1,41,41,2010-03-26 21:11:14,2010-03-26 21:11:14,4,5,5,0.725,1.0,0,6456,12.6,2.6,86.9,390,4,0.01,0.1,0.0
1,0,0,12,2,25,25,2010-05-02 20:50:02,2010-05-02 20:50:02,4,5,5,0.7259786476868327,1.0,0,6456,12.6,2.6,87.0,390,4,0.01,0.1,0.0
8,0,0,4,2,54,54,2010-05-03 14:06:12,2010-05-03 14:06:12,3,0,0,0.7269503546099291,1.0,0,6456,12.6,2.6,87.0,390,4,0.01,0.1,0.0
8,0,0,12,2,13,13,2010-05-12 17:17:25,2010-05-12 17:17:25,3,0,0,0.7279151943462898,1.0,0,6456,12.6,2.6,87.0,390,4,0.01,0.1,0.0
8,0,0,5,1,40,40,2010-05-28 12:15:36,2010-05-28 12:15:36,3,1,1,0.7288732394366197,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
2,1,0,5,1,2,2,2010-05-28 13:32:18,2010-05-28 13:32:18,3,4,4,0.7263157894736842,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
8,0,0,6,4,19,19,2010-07-27 03:04:46,2010-07-27 03:04:46,1,4,4,0.7272727272727273,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
8,0,0,6,4,19,19,2010-07-27 09:12:57,2010-07-27 09:12:57,2,4,4,0.7282229965156795,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
4,0,0,2,1,41,41,2010-07-31 11:19:09,2010-07-31 11:19:09,2,5,5,0.7291666666666667,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
2,1,0,2,1,41,41,2010-07-31 11:31:48,2010-07-31 11:31:48,2,5,5,0.726643598615917,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
8,0,0,2,1,41,41,2010-08-08 08:25:14,2010-08-08 08:25:14,2,5,5,0.7275862068965517,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
2,1,0,11,1,41,41,2010-08-08 12:05:38,2010-08-08 12:05:38,3,5,5,0.7250859106529209,1.0,0,6461,12.6,2.6,87.1,390,4,0.01,0.1,0.0
8,0,0,2,1,10,10,2010-08-13 17:51:34,2010-08-13 17:51:34,3,0,0,0.726027397260274,1.0,0,6461,12.6,2.6,87.1,390,4,0.01,0.1,0.0
1,0,0,2,1,25,25,2010-08-23 11:42:36,2010-08-23 11:42:36,2,5,5,0.7269624573378839,1.0,0,6461,12.6,2.6,87.1,390,4,0.01,0.1,0.0
1,0,0,2,1,25,25,2010-08-23 11:43:07,2010-08-23 11:43:07,2,5,5,0.727891156462585,1.0,0,6457,12.6,2.6,87.0,390,4,0.01,0.1,0.0
2,1,0,11,1,11,11,2010-08-30 19:22:06,2010-08-30 19:22:06,4,0,0,0.7254237288135593,1.0,0,6466,12.6,2.6,87.1,390,4,0.01,0.1,0.0
2,1,0,11,1,11,11,2010-08-30 19:29:26,2010-08-30 19:29:26,4,0,0,0.722972972972973,1.0,0,6470,12.7,2.6,87.1,390,4,0.01,0.1,0.0
2,1,0,2,1,11,11,2010-08-30 20:20:45,2010-08-30 20:20:45,4,0,0,0.7205387205387206,1.0,0,6466,12.6,2.6,87.1,390,4,0.01,0.1,0.0
2,1,0,2,1,11,11,2010-08-30 20:22:02,2010-08-30 20:22:02,4,0,0,0.7181208053691275,1.0,0,6470,12.7,2.6,87.1,390,4,0.01,0.1,0.0
2,1,0,5,1,11,11,2010-08-30 20:59:55,2010-08-30 20:59:55,4,0,0,0.7157190635451505,1.0,0,6471,12.7,2.6,87.1,390,4,0.01,0.1,0.0
2,1,0,5,1,11,11,2010-08-30 21:01:20,2010-08-30 21:01:20,4,0,0,0.7133333333333334,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0
2,1,0,0,1,10,10,2010-10-05 00:55:05,2010-10-05 00:55:05,1,0,0,0.7109634551495017,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0
8,0,0,8,5,19,19,2010-11-16 11:42:44,2010-11-16 11:42:44,2,4,4,0.7119205298013245,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0
8,0,0,12,3,13,13,2010-11-23 10:30:12,2010-11-23 10:30:12,2,0,0,0.7128712871287128,1.0,0,6475,12.7,2.6,87.2,390,4,0.01,0.1,0.0
