task_type,has_bug_fixing,has_code_refactoring,loc,files_touched,author,committer,authored_at,commited_at,commit_time_in_day,author_experience,committer_experience,code_quality,contribution_complexity,communication,total_nloc,avg_nloc,avg_ccn,avg_token,fun_cnt,warning_cnt,fun_rate,nloc_rate,duration
1,0,0,2,1,9,9,2019-11-10 21:40:31,2019-11-10 21:40:31,4,0,0,0.7836411609498681,1.0,0,6038,11.8,2.4,82.5,405,1,0.0,0.01,0.0
7,0,0,48,4,9,9,2019-11-10 21:40:51,2019-11-10 21:40:51,4,0,0,0.7839262187088274,1.0,0,6071,11.8,2.4,82.7,407,1,0.0,0.01,0.0
2,1,0,35,9,9,9,2019-11-11 01:49:32,2019-11-11 01:49:32,1,0,0,0.7828947368421053,1.0,0,6073,11.8,2.4,82.7,407,1,0.0,0.01,0.0
1,0,0,4,1,9,9,2019-11-12 17:48:05,2019-11-12 17:48:05,3,0,0,0.783180026281209,1.0,0,6075,11.9,2.4,82.8,407,1,0.0,0.01,0.0
2,1,0,14,3,9,9,2019-11-12 18:08:11,2019-11-12 18:08:11,4,0,0,0.7821522309711286,1.0,0,6077,11.9,2.4,82.8,407,1,0.0,0.01,0.0
8,0,0,3,1,9,9,2019-11-12 18:08:17,2019-11-12 18:08:17,4,0,0,0.7824377457404981,1.0,0,6077,11.9,2.4,82.8,407,1,0.0,0.01,0.0
1,0,0,2,1,9,9,2019-11-12 18:33:28,2019-11-12 18:33:28,4,0,0,0.7827225130890052,1.0,0,6077,11.9,2.4,82.8,407,1,0.0,0.01,0.0
8,0,0,39,2,9,9,2019-11-12 18:57:15,2019-11-12 18:57:15,4,0,0,0.7830065359477124,1.0,0,6078,11.8,2.4,82.6,408,1,0.0,0.01,0.0
3,0,1,11,1,9,9,2019-11-12 19:40:13,2019-11-12 19:40:13,4,0,0,0.783289817232376,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
4,0,0,113,3,9,9,2019-11-19 00:54:45,2019-11-19 00:54:45,1,0,0,0.7835723598435462,2.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,2,1,9,9,2019-11-19 00:54:57,2019-11-19 00:54:57,1,0,0,0.7838541666666666,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,6,1,9,9,2019-11-19 01:09:02,2019-11-19 01:09:02,1,0,0,0.7841352405721717,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
1,0,0,2,1,9,9,2019-11-19 01:11:56,2019-11-19 01:11:56,1,0,0,0.7844155844155845,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
2,1,0,2,1,9,9,2019-11-19 05:09:32,2019-11-19 05:09:32,1,0,0,0.7833981841763943,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,7,1,24,24,2019-11-19 08:04:59,2019-11-19 08:04:59,2,1,1,0.783678756476684,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,5,1,24,24,2019-11-19 08:10:37,2019-11-19 08:10:37,2,1,1,0.7839586028460543,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
6,0,0,6,2,24,24,2019-11-19 08:11:21,2019-11-19 08:11:21,2,1,1,0.7842377260981912,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
6,0,0,3,1,24,24,2019-11-19 08:13:59,2019-11-19 08:13:59,2,1,1,0.7845161290322581,1.0,0,6077,11.8,2.4,82.6,408,1,0.0,0.01,0.0
6,0,0,3,1,24,24,2019-11-19 08:15:45,2019-11-19 08:15:45,2,1,1,0.7847938144329897,1.0,0,6077,11.8,2.4,82.6,408,1,0.0,0.01,0.0
8,0,0,2,1,24,24,2019-11-19 08:19:19,2019-11-19 08:19:19,2,1,1,0.7850707850707851,1.0,0,6078,11.8,2.4,82.6,408,1,0.0,0.01,0.0
8,0,0,2,1,24,24,2019-11-19 08:23:04,2019-11-19 08:23:04,2,1,1,0.7853470437017995,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,2,1,24,24,2019-11-19 08:31:11,2019-11-19 08:31:11,2,1,1,0.785622593068036,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
1,0,0,2,2,24,24,2019-11-19 08:33:35,2019-11-19 08:33:35,2,1,1,0.7858974358974359,2.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,0,1,9,9,2019-11-19 10:43:20,2019-11-19 10:43:20,2,0,0,0.7861715749039693,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,2,1,51,51,2019-11-19 12:13:06,2019-11-19 12:13:06,3,1,1,0.7864450127877238,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,6,1,19,19,2019-11-20 02:10:17,2019-11-20 02:10:17,1,9,9,0.7867177522349936,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
6,0,0,117,1,9,9,2019-11-20 02:51:27,2019-11-20 02:51:36,1,0,0,0.7869897959183674,2.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0025
8,0,0,2,1,19,19,2019-11-20 04:39:55,2019-11-20 04:39:55,1,9,9,0.7872611464968153,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
7,0,0,44,1,9,9,2019-11-21 00:05:12,2019-11-21 00:05:28,1,0,0,0.787531806615776,2.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0044444444444444
8,0,0,2,1,19,19,2019-11-21 02:08:06,2019-11-21 02:08:06,1,9,9,0.7878017789072427,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
2,1,0,16,6,33,33,2019-11-23 16:03:44,2019-11-23 16:03:44,3,1,1,0.7868020304568528,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,6,1,19,19,2019-11-24 02:12:04,2019-11-24 02:12:04,1,9,9,0.7870722433460076,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,2,1,19,19,2019-11-24 04:29:54,2019-11-24 04:29:54,1,9,9,0.7873417721518987,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,4,1,19,19,2019-11-30 02:21:10,2019-11-30 02:21:10,1,9,9,0.7876106194690266,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,1,1,19,19,2019-11-30 04:42:50,2019-11-30 04:42:50,1,9,9,0.7878787878787878,1.0,0,6079,11.8,2.4,82.7,408,1,0.0,0.01,0.0
2,1,0,10,2,9,9,2019-12-01 12:06:14,2019-12-01 12:06:14,3,0,0,0.7868852459016393,1.0,0,6081,11.8,2.4,82.7,408,1,0.0,0.01,0.0
8,0,0,10,1,9,9,2019-12-01 15:52:29,2019-12-01 15:52:29,3,0,0,0.7871536523929471,1.0,0,6081,11.8,2.4,82.7,408,1,0.0,0.01,0.0
1,0,0,217,10,9,9,2019-12-01 15:57:16,2019-12-01 15:57:16,3,0,0,0.7874213836477988,2.0,0,6106,11.9,2.4,83.1,408,1,0.0,0.01,0.0
7,0,0,4,2,9,9,2019-12-01 15:57:43,2019-12-01 15:57:43,3,0,0,0.7876884422110553,1.0,0,6106,11.9,2.4,83.1,408,1,0.0,0.01,0.0
8,0,0,178,27,9,9,2019-12-01 17:56:54,2019-12-01 17:56:54,3,0,0,0.7879548306148055,1.0,0,6106,11.9,2.4,83.1,408,1,0.0,0.01,0.0
8,0,0,7,1,9,9,2019-12-01 18:23:37,2019-12-01 18:23:37,4,0,0,0.7882205513784462,1.0,0,6107,11.9,2.4,83.1,408,1,0.0,0.01,0.0
8,0,0,137,13,9,9,2019-12-01 18:29:29,2019-12-01 18:29:29,4,0,0,0.7884856070087609,1.0,0,6108,11.9,2.4,83.1,408,1,0.0,0.01,0.0
2,1,0,200,1,9,9,2019-12-01 18:32:39,2019-12-01 18:32:39,4,0,0,0.7875,2.0,0,6110,11.9,2.4,83.1,408,1,0.0,0.01,0.0
8,0,0,22,7,9,9,2019-12-01 18:44:06,2019-12-01 18:44:06,4,0,0,0.787765293383271,1.0,0,6112,11.9,2.4,83.1,408,1,0.0,0.01,0.0
8,0,0,24,9,9,9,2019-12-01 18:45:41,2019-12-01 18:45:41,4,0,0,0.7880299251870324,1.0,0,6098,11.9,2.4,83.4,406,1,0.0,0.01,0.0
8,0,0,12,2,9,9,2019-12-01 18:46:16,2019-12-01 18:46:16,4,0,0,0.788293897882939,1.0,0,6098,11.9,2.4,83.4,406,1,0.0,0.01,0.0
2,1,0,2,1,9,9,2019-12-01 18:46:37,2019-12-01 18:46:37,4,0,0,0.7873134328358209,1.0,0,6098,11.9,2.4,83.4,406,1,0.0,0.01,0.0
8,0,0,8,4,9,9,2019-12-01 18:58:06,2019-12-01 18:58:06,4,0,0,0.7875776397515528,1.0,0,6098,11.9,2.4,83.4,406,1,0.0,0.01,0.0
1,0,0,33,3,9,9,2019-12-01 18:59:35,2019-12-01 18:59:35,4,0,0,0.7878411910669976,1.0,0,6107,11.9,2.4,83.5,406,1,0.0,0.01,0.0
2,1,0,10,4,9,9,2019-12-01 19:00:24,2019-12-01 19:00:24,4,0,0,0.7868649318463445,1.0,0,6107,11.9,2.4,83.5,406,1,0.0,0.01,0.0
8,0,0,10,3,9,9,2019-12-01 19:01:02,2019-12-01 19:01:02,4,0,0,0.7871287128712872,1.0,0,6107,11.9,2.4,83.5,406,1,0.0,0.01,0.0
8,0,0,1,1,9,9,2019-12-01 19:01:33,2019-12-01 19:01:33,4,0,0,0.7873918417799752,1.0,0,6106,11.9,2.4,83.5,406,1,0.0,0.01,0.0
8,0,0,2,1,9,9,2019-12-01 19:04:22,2019-12-01 19:04:22,4,0,0,0.7876543209876543,1.0,0,6106,11.9,2.4,83.5,406,1,0.0,0.01,0.0
8,0,0,16,9,9,9,2019-12-06 19:08:57,2019-12-06 19:08:57,4,0,0,0.7879161528976573,2.0,0,6106,11.9,2.4,83.5,406,1,0.0,0.01,0.0
8,0,0,80,6,9,9,2019-12-06 19:13:32,2019-12-06 19:13:32,4,0,0,0.7881773399014779,2.0,0,6106,11.9,2.4,83.5,406,1,0.0,0.01,0.0
8,0,0,8,2,9,9,2019-12-06 20:28:56,2019-12-06 20:28:56,4,0,0,0.7884378843788438,1.0,0,6107,11.9,2.4,83.5,406,1,0.0,0.01,0.0
8,0,0,40,2,9,9,2019-12-06 20:30:04,2019-12-06 20:30:04,4,0,0,0.7886977886977887,1.0,0,6129,11.9,2.4,83.5,408,1,0.0,0.01,0.0
2,1,0,12,1,9,9,2019-12-06 21:43:40,2019-12-06 21:43:40,4,0,0,0.7877300613496933,1.0,0,6138,11.9,2.4,83.5,409,1,0.0,0.01,0.0
7,0,0,47,4,9,9,2019-12-06 21:50:47,2019-12-06 21:50:47,4,0,0,0.7879901960784313,1.0,0,6147,11.9,2.4,83.3,410,1,0.0,0.01,0.0
7,0,0,1,1,9,9,2019-12-06 21:53:39,2019-12-06 21:53:39,4,0,0,0.7882496940024479,1.0,0,6148,11.9,2.4,83.4,410,1,0.0,0.01,0.0
1,1,0,2,1,9,9,2019-12-07 13:01:40,2019-12-07 13:01:40,3,0,0,0.7872860635696821,1.0,0,6148,11.9,2.4,83.4,410,1,0.0,0.01,0.0
1,0,0,15,2,9,9,2019-12-07 13:06:51,2019-12-07 13:06:51,3,0,0,0.7875457875457875,1.0,0,6148,11.9,2.4,83.3,410,1,0.0,0.01,0.0
2,1,0,14,4,9,9,2019-12-07 15:38:45,2019-12-07 15:38:45,3,0,0,0.7865853658536586,1.0,0,6154,11.9,2.4,83.1,411,1,0.0,0.01,0.0
8,0,0,15,2,9,9,2019-12-07 15:43:19,2019-12-07 15:43:19,3,0,0,0.7868453105968332,1.0,0,6160,11.9,2.4,83.2,411,1,0.0,0.01,0.0
8,0,0,32,7,9,9,2019-12-07 15:53:33,2019-12-07 15:53:33,3,0,0,0.7871046228710462,1.0,0,6158,11.9,2.4,83.2,411,1,0.0,0.01,0.0
8,0,0,40,6,9,9,2019-12-07 17:49:59,2019-12-07 17:49:59,3,0,0,0.787363304981774,1.0,0,6138,12.0,2.4,83.6,408,1,0.0,0.01,0.0
8,0,0,38,4,9,9,2019-12-07 18:49:27,2019-12-07 18:49:27,4,0,0,0.787621359223301,1.0,0,6148,11.9,2.4,83.5,409,1,0.0,0.01,0.0
6,0,0,31,3,9,9,2019-12-07 18:52:48,2019-12-07 18:52:48,4,0,0,0.7878787878787878,1.0,0,6154,11.9,2.4,83.3,410,1,0.0,0.01,0.0
8,0,0,31,3,9,9,2019-12-07 19:02:08,2019-12-07 19:02:08,4,0,0,0.788135593220339,1.0,0,6158,11.9,2.4,83.2,411,1,0.0,0.01,0.0
8,0,0,14,2,9,9,2019-12-07 19:13:38,2019-12-07 19:13:38,4,0,0,0.788391777509069,1.0,0,6156,11.9,2.4,83.1,411,1,0.0,0.01,0.0
3,0,1,32,5,9,9,2019-12-07 19:17:56,2019-12-07 19:17:56,4,0,0,0.788647342995169,1.0,0,6156,11.9,2.4,83.1,411,1,0.0,0.01,0.0
2,1,0,2,1,9,9,2019-12-07 19:19:09,2019-12-07 19:19:09,4,0,0,0.7876960193003619,1.0,0,6156,11.9,2.4,83.1,411,1,0.0,0.01,0.0
1,0,0,33,5,9,9,2019-12-07 21:02:17,2019-12-07 21:02:17,4,0,0,0.7879518072289157,1.0,0,6154,11.9,2.4,83.1,411,1,0.0,0.01,0.0
8,0,0,40,7,9,9,2019-12-07 21:08:52,2019-12-07 21:08:52,4,0,0,0.7882069795427196,1.0,0,6146,11.9,2.4,83.2,410,1,0.0,0.01,0.0
4,0,0,17,3,9,9,2019-12-07 21:24:30,2019-12-07 21:24:30,4,0,0,0.7884615384615384,1.0,0,6134,11.9,2.4,83.3,409,1,0.0,0.01,0.0
8,0,0,8,2,9,9,2019-12-07 21:54:18,2019-12-07 21:54:18,4,0,0,0.7887154861944778,1.0,0,6134,11.9,2.4,83.3,409,1,0.0,0.01,0.0
8,0,0,12,2,9,9,2019-12-07 21:58:39,2019-12-07 21:58:39,4,0,0,0.7889688249400479,1.0,0,6122,11.9,2.4,83.1,409,1,0.0,0.01,0.0
2,1,0,7,1,9,9,2019-12-07 22:04:23,2019-12-07 22:04:23,4,0,0,0.7880239520958083,1.0,0,6123,11.9,2.4,83.1,409,1,0.0,0.01,0.0
1,0,0,35,2,9,9,2019-12-07 22:21:42,2019-12-07 22:21:42,4,0,0,0.7882775119617225,1.0,0,6110,11.9,2.4,83.4,407,1,0.0,0.01,0.0
8,0,0,13,3,9,9,2019-12-07 22:24:37,2019-12-07 22:24:37,4,0,0,0.7885304659498208,1.0,0,6109,11.9,2.4,83.4,407,1,0.0,0.01,0.0
5,0,0,2,1,9,9,2019-12-07 22:26:51,2019-12-07 22:26:51,4,0,0,0.788782816229117,1.0,0,6109,11.9,2.4,83.4,407,1,0.0,0.01,0.0
8,0,0,49,3,9,9,2019-12-07 23:03:28,2019-12-07 23:03:28,4,0,0,0.7890345649582837,1.0,0,6104,11.9,2.4,83.6,406,1,0.0,0.01,0.0
1,0,0,11,4,9,9,2019-12-07 23:07:09,2019-12-07 23:07:09,4,0,0,0.7892857142857143,1.0,0,6099,12.0,2.4,83.7,405,1,0.0,0.01,0.0
8,0,0,26,3,9,9,2019-12-12 00:42:21,2019-12-12 00:42:21,1,0,0,0.7895362663495838,1.0,0,6106,11.9,2.4,83.6,406,1,0.0,0.01,0.0
8,0,0,34,6,9,9,2019-12-12 00:49:23,2019-12-12 00:49:23,1,0,0,0.7897862232779097,1.0,0,6106,11.9,2.4,83.7,406,1,0.0,0.01,0.0
3,0,1,3,2,9,9,2019-12-12 00:50:11,2019-12-12 00:50:11,1,0,0,0.7900355871886121,1.0,0,6106,11.9,2.4,83.7,406,1,0.0,0.01,0.0
8,0,0,23,5,9,9,2019-12-12 00:55:06,2019-12-12 00:55:06,1,0,0,0.7902843601895735,1.0,0,6102,12.0,2.4,83.9,405,1,0.0,0.01,0.0
8,0,0,8,2,9,9,2019-12-12 00:56:44,2019-12-12 00:56:44,1,0,0,0.7905325443786982,1.0,0,6096,12.0,2.4,84.0,404,1,0.0,0.01,0.0
8,0,0,99,3,9,9,2019-12-12 17:43:07,2019-12-12 17:43:07,3,0,0,0.7907801418439716,2.0,0,6100,11.9,2.4,83.8,405,1,0.0,0.01,0.0
8,0,0,28,4,9,9,2019-12-12 21:24:50,2019-12-12 21:24:50,4,0,0,0.7910271546635184,1.0,0,6107,11.9,2.4,83.6,406,1,0.0,0.01,0.0
8,0,0,14,1,9,9,2019-12-12 21:29:45,2019-12-12 21:29:45,4,0,0,0.7912735849056604,1.0,0,6108,11.9,2.4,83.7,406,1,0.0,0.01,0.0
8,0,0,4,1,9,9,2019-12-12 21:32:21,2019-12-12 21:32:21,4,0,0,0.7915194346289752,1.0,0,6108,11.9,2.4,83.7,406,1,0.0,0.01,0.0
1,0,0,31,4,9,9,2019-12-12 21:40:04,2019-12-12 21:40:04,4,0,0,0.7917647058823529,1.0,0,6107,11.9,2.4,83.8,406,1,0.0,0.01,0.0
8,0,0,14,2,9,9,2019-12-12 21:48:38,2019-12-12 21:48:38,4,0,0,0.7920094007050529,1.0,0,6106,11.9,2.4,83.8,406,1,0.0,0.01,0.0
2,1,0,11,1,9,9,2019-12-12 21:52:28,2019-12-12 21:52:28,4,0,0,0.7910798122065728,1.0,0,6105,11.9,2.4,83.7,406,1,0.0,0.01,0.0
8,0,0,17,1,9,9,2019-12-12 22:00:33,2019-12-12 22:00:33,4,0,0,0.7913247362250879,1.0,0,6105,11.9,2.4,83.8,406,1,0.0,0.01,0.0
8,0,0,12,2,9,9,2019-12-12 22:05:20,2019-12-12 22:05:20,4,0,0,0.7915690866510539,1.0,0,6109,11.9,2.4,83.7,407,1,0.0,0.01,0.0
8,0,0,16,1,9,9,2019-12-12 22:09:23,2019-12-12 22:09:23,4,0,0,0.791812865497076,1.0,0,6113,11.9,2.4,83.9,407,1,0.0,0.01,0.0
8,0,0,19,3,9,9,2019-12-12 22:13:31,2019-12-12 22:13:31,4,0,0,0.7920560747663552,1.0,0,6101,11.9,2.4,83.9,406,1,0.0,0.01,0.0
2,1,0,4,2,9,9,2019-12-13 23:08:46,2019-12-13 23:08:46,4,0,0,0.7911318553092181,1.0,0,6101,11.9,2.4,83.9,406,1,0.0,0.01,0.0
8,0,0,51,3,9,9,2019-12-14 00:27:12,2019-12-14 00:27:12,1,0,0,0.7913752913752914,1.0,0,6136,11.9,2.4,84.1,408,1,0.0,0.01,0.0
2,1,0,10,1,9,9,2019-12-14 01:12:51,2019-12-14 01:12:51,1,0,0,0.7904540162980209,1.0,0,6138,11.9,2.4,84.1,408,1,0.0,0.01,0.0
5,0,0,12,1,9,9,2019-12-14 01:31:46,2019-12-14 01:31:46,1,0,0,0.7906976744186046,1.0,0,6136,11.9,2.4,84.1,408,1,0.0,0.01,0.0
2,1,0,4,1,9,9,2019-12-14 01:34:43,2019-12-14 01:34:43,1,0,0,0.7897793263646922,1.0,0,6136,11.9,2.4,84.1,408,1,0.0,0.01,0.0
2,1,0,12,1,9,9,2019-12-14 01:47:21,2019-12-14 01:47:21,1,0,0,0.7888631090487239,1.0,0,6136,11.9,2.4,84.1,408,1,0.0,0.01,0.0
3,0,1,9,1,9,9,2019-12-14 23:30:43,2019-12-14 23:30:43,4,0,0,0.7891077636152954,1.0,0,6139,11.9,2.4,84.2,408,1,0.0,0.01,0.0
8,0,0,18,4,9,9,2019-12-15 02:55:22,2019-12-15 02:55:22,1,0,0,0.7893518518518519,1.0,0,6141,11.9,2.4,84.2,408,1,0.0,0.01,0.0
2,1,0,2,1,9,9,2019-12-15 02:56:11,2019-12-15 02:56:11,1,0,0,0.7884393063583814,1.0,0,6141,11.9,2.4,84.2,408,1,0.0,0.01,0.0
1,0,0,19,1,9,9,2019-12-15 02:57:18,2019-12-15 02:57:18,1,0,0,0.7886836027713626,1.0,0,6141,11.9,2.4,84.2,408,1,0.0,0.01,0.0
2,1,0,6,1,9,9,2019-12-15 03:01:40,2019-12-15 03:01:40,1,0,0,0.7877739331026528,1.0,0,6141,11.9,2.4,84.2,408,1,0.0,0.01,0.0
8,0,0,6,1,9,9,2019-12-15 15:36:28,2019-12-15 15:36:28,3,0,0,0.7880184331797235,1.0,0,6144,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,8,1,9,9,2019-12-15 15:41:20,2019-12-15 15:41:20,3,0,0,0.7882623705408516,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,2,1,9,9,2019-12-15 15:46:29,2019-12-15 15:46:29,3,0,0,0.7885057471264367,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
2,1,0,23,3,9,9,2019-12-16 21:29:33,2019-12-16 21:29:33,4,0,0,0.7876004592422503,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
6,0,0,9,2,9,9,2019-12-19 14:48:41,2019-12-19 14:48:41,3,0,0,0.7878440366972477,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
2,1,0,14,1,9,9,2019-12-20 23:22:41,2019-12-20 23:22:41,4,0,0,0.7869415807560137,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
6,0,0,3,2,9,9,2019-12-20 23:24:35,2019-12-20 23:24:35,4,0,0,0.7871853546910755,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
2,1,0,133,18,9,9,2019-12-24 06:15:09,2019-12-24 06:20:19,2,0,0,0.7862857142857143,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0861111111111111
8,0,0,4,1,19,19,2020-01-14 01:48:13,2020-01-14 01:48:13,1,10,10,0.7865296803652968,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,3,1,19,19,2020-02-12 01:53:55,2020-02-12 01:53:55,1,10,10,0.7867730900798175,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,2,1,19,19,2020-02-12 05:07:09,2020-02-12 05:07:09,1,10,10,0.7870159453302961,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
2,1,0,2,1,9,9,2020-02-24 22:01:23,2020-02-24 22:01:23,4,1,1,0.7861205915813424,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,6,1,19,19,2020-05-03 00:52:52,2020-05-03 00:52:52,1,10,10,0.7863636363636364,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,2,1,19,19,2020-05-03 04:01:59,2020-05-03 04:01:59,1,10,10,0.7866061293984109,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,2,1,19,19,2020-06-02 00:09:57,2020-06-02 00:09:57,1,10,10,0.7868480725623583,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,6,1,19,19,2020-06-05 00:12:13,2020-06-05 00:12:13,1,10,10,0.7870894677236693,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,2,1,19,19,2020-06-05 03:04:50,2020-06-05 03:04:50,1,10,10,0.7873303167420814,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,6,1,19,19,2020-06-17 09:36:42,2020-06-17 09:36:42,2,10,10,0.7875706214689265,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,2,1,19,19,2020-06-17 12:10:47,2020-06-17 12:10:47,3,10,10,0.7878103837471784,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,6,1,19,19,2020-06-18 00:23:13,2020-06-18 00:23:13,1,10,10,0.7880496054114994,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,2,1,19,19,2020-06-18 03:43:19,2020-06-18 03:43:19,1,10,10,0.7882882882882882,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
8,0,0,6,1,19,19,2020-06-28 00:17:36,2020-06-28 00:17:36,1,10,10,0.7885264341957255,1.0,0,6143,12.0,2.4,84.3,408,1,0.0,0.01,0.0
